GeneName,d0_siRNA,dm_siRNA,dm_NC,dm_PPARG,ins_siRNA,ins_NC,ins_PPARG
Dtymk,=,=,+,+,=,-,=
Dubr,=,=,=,=,-,=,=
Dus1l,=,=,+,=,+,=,=
Dus2,=,=,+,+,+,=,=
Dus3l,=,=,=,-,=,=,=
Dus4l,=,+,+,+,=,=,=
Dusp1,=,=,=,=,+,=,=
Dusp10,+,=,-,=,=,+,=
Dusp11,=,=,=,=,=,=,=
Dusp12,=,=,=,=,-,=,=
Dusp14,=,=,=,+,=,=,=
Dusp16,=,=,+,+,+,=,=
Dusp19,=,=,=,=,=,=,=
Dusp22,=,=,=,=,+,+,=
Dusp23,=,=,=,=,+,+,=
Dusp3,=,+,-,-,+,+,=
Dusp4,+,+,=,=,+,+,=
Dusp5,=,=,=,=,=,=,=
Dusp6,=,=,=,=,+,+,=
Dusp7,=,=,=,-,-,=,+
Dusp8,+,=,=,=,+,=,=
Dusp9,=,+,=,=,+,=,=
Dut,=,=,+,+,-,-,=
Dvl1,=,=,=,=,+,=,=
Dvl2,=,=,=,=,-,=,=
Dvl3,=,=,=,=,-,=,=
Dxo,=,=,=,=,=,=,=
Dym,=,=,=,=,+,+,=
Dync1h1,=,=,=,=,-,=,=
Dync1i2,=,=,=,=,=,=,=
Dync1li1,=,=,=,=,=,=,=
Dync1li2,=,=,=,=,=,=,=
Dync2h1,=,=,=,=,-,=,=
Dync2li1,=,-,-,-,-,=,=
Dynll1,=,=,=,=,=,=,=
Dynll2,=,=,=,=,+,+,=
Dynlrb1,=,=,=,=,+,+,=
Dynlt1-ps1,=,=,=,=,+,=,=
Dynlt1a,=,=,=,=,=,+,=
Dynlt1b,=,=,=,=,+,=,=
Dynlt1c,=,=,=,=,=,=,=
Dynlt1f,=,=,=,=,+,=,=
Dynlt3,=,=,=,=,+,=,=
Dyrk1a,=,=,=,=,=,=,=
Dyrk1b,=,=,-,-,+,+,=
Dyrk2,=,=,=,=,=,=,=
Dysf,=,=,=,=,+,+,=
Dyx1c1,-,-,-,-,-,=,=
Dzank1,=,=,=,=,-,-,=
Dzip1,=,-,-,=,-,-,=
Dzip1l,=,=,-,-,-,=,+
Dzip3,=,=,=,=,-,=,-
E030030I06Rik,=,=,=,+,+,+,=
E030042O20Rik,=,=,=,=,=,=,=
E130102H24Rik,=,=,-,-,-,=,=
E130307A14Rik,=,=,-,=,-,=,=
E130308A19Rik,=,=,=,-,=,=,=
E130309D02Rik,=,=,=,=,=,=,=
E130311K13Rik,=,=,-,=,=,+,=
E130317F20Rik,=,-,-,=,-,=,=
E230016K23Rik,=,-,=,=,-,=,=
E230025N22Rik,=,-,-,-,-,+,+
E2f1,=,=,=,=,-,=,=
E2f2,+,+,=,=,+,+,+
E2f3,=,=,=,=,=,=,=
E2f4,=,=,=,=,=,=,=
E2f5,=,=,=,=,=,=,=
E2f6,=,=,=,=,=,=,=
E2f7,=,=,=,=,-,-,=
E2f8,=,=,+,+,-,=,=
E330009J07Rik,=,=,=,-,=,=,=
E430018J23Rik,=,=,-,=,-,=,=
E4f1,=,=,=,=,-,=,=
E530011L22Rik,=,=,-,-,-,-,=
Eaf1,=,=,+,=,+,=,=
Eaf2,=,+,+,+,+,=,=
Eapp,=,=,+,+,=,=,=
Ear2,=,+,=,=,+,+,+
Ears2,=,=,=,=,+,+,=
Ebag9,=,=,=,=,-,=,=
Ebf1,=,=,-,-,-,=,=
Ebf3,=,=,-,-,-,=,+
Ebna1bp2,=,+,+,=,=,=,=
Ebp,=,=,=,=,+,+,+
Ebpl,=,=,=,=,+,+,=
Ecd,=,=,=,=,=,=,=
Ece1,=,=,+,+,+,=,=
Ece2,=,=,=,=,=,=,=
Ech1,=,+,=,-,+,+,+
Echdc1,+,+,=,=,+,+,+
Echdc2,=,+,+,=,+,=,=
Echdc3,=,=,=,-,+,+,=
Echs1,=,=,=,=,+,+,=
Eci1,=,=,=,=,+,+,=
Eci2,=,=,=,=,=,+,=
Eci3,=,=,=,=,+,+,=
Ecm1,-,-,=,+,=,=,-
Ecm2,=,-,-,-,-,=,+
Ecscr,=,=,=,=,-,+,+
Ecsit,=,=,+,=,+,+,=
Ect2,=,=,+,+,-,=,=
Eda,-,=,=,-,=,=,=
Eda2r,=,-,-,-,-,-,=
Edc3,=,=,=,=,=,=,=
Edc4,=,=,=,=,-,=,=
Edem1,=,=,+,+,+,+,=
Edem2,=,=,=,=,=,=,=
Edem3,=,=,=,=,=,=,=
Edf1,=,=,=,=,+,+,=
Edil3,=,-,=,+,-,=,=
Ednra,=,=,-,-,+,+,=
Edrf1,=,=,+,=,=,=,=
Eea1,=,=,=,=,+,=,=
Eed,=,=,=,=,=,=,=
Eef1a1,-,=,=,=,=,=,=
Eef1akmt1,=,=,=,=,=,=,=
Eef1akmt2,=,=,=,=,=,=,=
Eef1b2,-,=,=,=,-,=,=
Eef1d,=,=,=,=,=,=,=
Eef1e1,=,+,+,=,+,=,=
Eef1g,=,=,+,=,-,=,=
Eef2,=,=,=,=,=,=,=
Eef2k,=,=,=,=,-,=,+
Eef2kmt,=,=,=,=,=,=,=
Eefsec,=,=,+,+,=,=,=
Eepd1,+,+,=,=,+,+,=
Efcab11,=,=,=,=,-,=,=
Efcab14,=,=,=,=,=,=,=
Efcab2,=,=,=,=,=,=,=
Efcab7,=,=,=,=,-,=,=
Efcab9,=,=,=,=,+,=,=
Efemp1,=,=,-,=,=,=,=
Efemp2,-,-,=,=,-,=,=
Efhc1,=,-,=,=,-,=,=
Efhd2,+,+,=,=,=,=,+
Efl1,=,=,=,=,-,=,+
Efna1,=,-,-,=,-,-,+
Efna2,=,-,-,-,-,=,=
Efna3,=,=,=,=,-,=,=
Efna4,=,-,=,=,-,-,=
Efna5,=,=,=,=,-,=,=
Efnb1,=,=,=,=,-,=,+
Efnb2,=,=,=,-,-,=,=
Efr3a,=,=,=,=,+,=,=
Efs,=,=,-,-,-,=,+
Eftud2,=,=,+,+,-,-,=
Egf,=,=,=,=,-,=,=
Egfl7,=,=,=,=,+,+,+
Egfl8,=,+,+,+,=,=,-
Egfr,=,=,=,=,-,=,=
Egln1,=,=,=,=,+,=,=
Egln2,=,=,=,=,=,=,=
Egln3,=,=,=,=,+,+,=
Egr1,=,+,-,-,+,=,=
Egr2,=,+,=,=,+,=,=
Egr3,=,=,-,=,+,=,=
Ehbp1,=,=,-,-,-,=,+
Ehbp1l1,=,=,=,=,+,=,=
Ehd1,=,+,=,=,+,+,=
Ehd2,=,+,+,=,+,+,=
Ehd3,=,=,=,=,-,=,=
Ehd4,=,=,-,=,=,=,+
Ehf,=,=,+,+,=,=,=
Ehhadh,+,+,-,=,+,+,+
Ehmt1,=,=,=,=,-,-,=
Ehmt2,+,=,=,=,=,=,=
Ei24,=,=,=,=,=,=,=
Eid1,=,=,=,=,-,=,=
Eid2,=,=,=,=,=,=,=
Eid2b,=,=,=,=,=,=,=
Eif1,=,=,=,=,+,=,=
Eif1a,=,+,=,=,+,+,=
Eif1ad,=,=,+,+,=,=,=
Eif1ax,=,=,+,+,=,=,=
Eif1b,=,=,=,=,=,=,=
Eif2a,=,=,=,-,=,=,=
Eif2ak1,=,=,=,=,=,=,=
Eif2ak2,=,=,-,-,=,=,=
Eif2ak3,=,=,=,=,=,=,=
Eif2ak4,=,=,=,=,=,=,=
Eif2b1,=,=,+,=,+,=,=
Eif2b2,=,=,+,+,+,=,-
Eif2b3,=,=,+,+,+,=,=
Eif2b4,=,=,=,=,=,=,=
Eif2b5,=,=,=,=,=,=,=
Eif2d,=,=,=,=,=,=,=
Eif2s1,=,=,+,+,=,=,=
Eif2s2,=,=,+,=,=,=,=
Eif2s3x,=,=,=,=,=,=,=
Eif2s3y,=,=,=,=,=,=,=
Eif3a,=,=,=,=,=,-,=
Eif3b,=,=,+,+,=,=,=
Eif3c,=,=,=,=,=,=,=
Eif3d,=,=,=,=,=,=,=
Eif3e,-,=,=,-,-,=,=
Eif3f,=,=,=,=,-,=,=
Eif3g,=,=,=,=,=,=,=
Eif3h,=,=,=,=,=,=,=
Eif3i,=,=,=,=,=,=,=
Eif3j1,=,=,=,=,=,=,=
Eif3j2,=,=,+,=,+,=,=
Eif3k,=,=,=,=,=,=,=
Eif3l,=,=,=,=,=,=,=
Eif3m,=,=,=,=,=,=,=
Eif3s6-ps2,=,=,=,=,-,=,=
Eif4a-ps4,=,=,=,=,=,=,=
Eif4a1,=,=,=,=,=,=,=
Eif4a2,=,=,=,=,=,=,=
Eif4a3,=,=,=,=,=,=,=
Eif4b,=,=,=,=,-,=,=
Eif4e,=,=,+,=,=,=,=
Eif4e2,=,=,=,=,=,=,=
Eif4e3,=,=,-,-,-,=,=
Eif4ebp1,=,=,=,=,+,+,=
Eif4ebp2,=,=,=,=,+,=,=
Eif4ebp3,=,=,=,=,=,=,=
Eif4enif1,=,=,=,=,=,=,=
Eif4g1,=,=,+,=,+,=,=
Eif4g2,=,=,=,=,=,=,=
Eif4g3,=,=,+,+,=,=,-
Eif4h,=,=,=,=,=,=,=
Eif5,=,=,=,=,+,=,=
Eif5a,=,=,+,+,=,=,=
Eif5a2,=,=,-,-,-,=,+
Eif5b,=,=,=,=,=,=,=
Eif6,=,=,=,=,=,=,=
Elac1,=,=,=,=,=,=,=
Elac2,=,+,+,=,+,=,=
Elane,=,=,=,=,+,+,=
Elavl1,=,=,=,=,=,=,=
Elavl2,=,=,=,=,-,=,=
Eldr,=,=,=,=,-,=,=
Elf1,=,=,-,-,=,=,=
Elf2,=,=,-,-,=,=,=
Elf4,=,=,=,=,-,=,+
Elfn1,=,=,=,+,=,=,-
Elk1,=,=,=,=,=,+,=
Elk3,=,-,-,=,-,=,=
Elk4,=,=,=,-,=,=,=
Ell,=,=,=,=,=,=,=
Ell2,=,=,+,=,+,+,=
Elmo1,=,=,-,=,-,=,=
Elmo2,=,=,=,=,=,=,=
Elmo3,=,=,-,-,=,+,=
Elmod2,+,+,+,=,+,=,=
Elmod3,=,=,=,=,=,+,=
Elmsan1,=,=,=,=,+,=,=
Eln,=,=,=,=,-,=,+
Eloa,=,=,=,=,=,=,=
Elob,=,=,=,=,=,=,=
Elobl,=,=,=,-,=,=,=
Eloc,=,=,=,=,=,=,=
Elof1,=,=,=,=,=,=,=
Elovl1,=,=,=,=,+,=,=
Elovl4,+,=,=,=,+,+,+
Elovl5,=,=,=,+,+,=,=
Elovl6,=,-,+,+,-,=,=
Elovl7,=,=,+,+,-,=,=
Elp2,=,=,=,=,=,-,=
Elp3,=,=,=,=,=,=,=
Elp4,=,=,=,=,=,=,=
Elp5,=,=,=,=,=,=,=
Elp6,=,=,=,=,=,+,+
Emb,-,=,=,=,-,-,-
Emc1,=,=,+,+,=,=,=
Emc10,=,=,=,=,=,=,=
Emc2,=,=,=,=,=,=,=
Emc3,=,=,=,=,+,+,=
Emc4,=,=,+,+,+,=,=
Emc6,=,=,+,=,+,+,=
Emc7,=,=,=,=,=,=,=
Emc8,=,+,+,=,+,+,=
Emc9,+,=,=,=,+,+,=
Emd,=,=,=,=,-,=,=
Eme1,=,=,+,+,-,=,=
Eme2,=,=,=,=,-,=,=
Emg1,=,+,=,=,=,=,=
Emilin1,-,-,=,+,-,-,=
Emilin2,=,-,=,=,+,=,=
Eml1,=,-,=,+,-,=,=
Eml2,=,=,=,=,=,=,=
Eml3,=,=,=,=,=,=,=
Eml4,=,=,=,=,-,-,=
Eml6,=,=,=,=,=,=,=
Emp1,=,=,-,-,-,=,+
Emp2,=,=,=,=,-,=,=
Emp3,=,=,-,-,-,=,+
Emsy,=,=,-,=,-,=,=
Emx2,=,=,=,=,-,=,=
Emx2os,=,-,-,=,-,=,=
Enah,=,=,=,=,-,=,=
Enc1,=,=,=,=,=,+,+
Endod1,=,=,=,=,+,+,=
Endog,=,+,+,=,+,+,=
Endov,=,=,=,=,-,=,=
Engase,=,=,=,=,+,+,=
Enho,-,=,-,-,-,=,+
Enkd1,=,=,+,=,-,=,=
Eno1,=,=,+,+,=,=,=
Eno1b,=,=,=,=,=,=,=
Eno2,=,-,-,-,-,=,=
Eno3,=,=,=,=,-,=,+
Enoph1,=,=,=,=,=,=,=
Enox1,=,=,=,=,=,=,=
Enox2,=,=,-,=,=,+,=
Enpep,-,=,-,-,+,+,=
Enpp1,=,=,=,=,-,=,+
Enpp2,=,=,+,+,+,+,=
Enpp3,=,-,-,=,-,=,=
Enpp4,+,+,-,-,+,+,=
Enpp5,=,+,-,-,+,+,+
Ensa,=,=,=,=,=,=,=
Entpd1,=,=,=,=,=,=,=
Entpd4,=,=,=,=,+,=,-
Entpd4b,=,=,=,=,+,=,-
Entpd5,+,+,+,+,+,+,=
Entpd6,=,=,+,+,=,=,=
Entpd7,=,=,+,+,=,=,=
Eny2,=,=,=,=,=,=,=
Eogt,=,=,=,=,=,=,=
Ep300,=,=,=,=,-,=,=
Ep400,=,=,=,=,-,-,=
Epas1,=,-,=,=,-,=,=
Epb41,=,=,=,=,+,+,=
Epb41l1,=,=,+,=,+,+,=
Epb41l2,=,-,-,-,-,=,=
Epb41l3,=,=,=,=,-,=,-
Epb41l4aos,=,=,-,-,-,=,=
Epb41l4b,+,=,-,-,+,+,+
Epb41l5,=,=,-,-,+,+,=
Epc1,=,=,=,=,=,=,=
Epc2,=,=,-,-,=,=,=
Epdr1,=,-,-,-,=,=,=
Epg5,=,=,=,=,=,=,=
Epha2,=,=,-,-,-,=,=
Epha4,-,-,-,-,-,=,=
Epha7,=,=,-,-,-,=,=
Ephb2,=,-,+,+,-,=,=
Ephb3,=,-,-,=,-,=,+
Ephb4,=,-,=,=,-,=,=
Ephb6,=,=,=,-,-,=,=
Ephx1,=,=,-,-,=,+,+
Ephx2,+,=,+,+,=,=,=
Epm2a,=,=,-,=,=,=,+
Epm2aip1,=,=,=,=,=,=,=
Epn1,=,=,=,=,=,=,=
Epn2,=,=,=,=,=,=,=
Epop,=,=,=,=,=,=,=
Epor,=,=,-,-,-,=,+
Eprs,=,=,+,+,=,=,=
Eps15,=,=,=,=,=,=,=
Eps15l1,=,=,=,=,-,=,=
Eps8,=,=,=,=,+,=,=
Eps8l1,=,-,-,=,-,=,=
Eps8l2,=,=,-,-,+,+,=
Eral1,=,=,=,=,=,=,=
Erap1,=,-,=,=,=,=,=
Erbb2,=,-,=,=,-,=,=
Erbin,=,=,-,-,-,=,=
Erc1,=,=,=,+,-,=,=
Ercc1,=,=,=,=,-,=,+
Ercc2,=,=,=,=,=,=,=
Ercc3,=,=,=,=,=,=,=
Ercc4,=,=,=,=,=,=,=
Ercc5,=,=,=,=,-,-,=
Ercc6,=,=,=,=,-,=,=
Ercc6l,=,=,+,+,-,=,=
Ercc6l2,=,=,=,=,=,=,=
Ercc8,=,=,=,=,=,=,=
Erdr1,=,=,+,+,=,=,=
Ereg,=,+,+,+,+,=,=
Erf,=,=,=,=,-,=,+
Erg28,=,=,=,=,=,=,=
Ergic1,=,=,=,=,=,=,=
Ergic2,=,=,=,=,=,=,=
Ergic3,=,=,=,=,-,=,=
Erh,=,=,+,+,-,-,=
Eri1,=,=,+,=,-,=,=
Eri2,=,=,=,=,=,=,=
Eri3,=,=,=,=,=,=,=
Erich1,=,=,=,=,=,=,=
Erlec1,=,=,=,=,=,=,=
Erlin1,=,=,=,=,=,=,=
Erlin2,=,=,=,=,=,=,=
Ermard,=,=,=,=,=,=,=
Ermp1,=,+,+,=,+,=,=
Ern1,=,=,+,=,=,=,-
Ero1l,=,=,+,=,+,+,=
Ero1lb,=,=,=,=,=,=,=
Erp29,=,=,=,=,=,=,=
Erp44,=,=,=,=,=,=,=
Errfi1,=,=,=,=,+,=,=
Esco1,=,=,=,=,+,=,=
Esco2,=,=,+,+,-,=,=
Esd,=,=,+,=,+,=,=
Esf1,=,=,=,=,=,=,=
Esm1,=,=,-,-,=,+,+
Espl1,=,=,+,+,-,=,=
Esr1,=,-,-,=,+,+,=
Esrra,=,=,=,=,+,+,=
Esyt1,+,=,=,=,+,+,=
Esyt2,=,=,+,=,=,=,=
Etaa1,=,=,=,=,-,-,=
Etaa1os,=,=,=,=,=,=,=
Etf1,=,=,=,=,=,=,=
Etfa,=,=,=,=,+,+,=
Etfb,=,+,=,=,+,+,+
Etfbkmt,=,=,=,=,+,+,=
Etfdh,=,+,=,=,+,+,=
Etfrf1,=,=,=,=,+,+,=
Ethe1,=,=,=,=,=,=,=
Etnk1,=,+,=,=,+,=,-
Ets1,=,+,=,=,-,=,+
Ets2,=,=,+,=,-,=,+
Etv1,=,=,=,=,+,=,=
Etv3,=,=,=,=,+,=,=
Etv5,=,=,=,=,+,=,=
Etv6,=,=,=,=,=,=,=
Eva1b,=,-,=,=,-,=,=
Evc,=,-,=,=,-,=,=
Evc2,=,=,-,=,-,=,=
Evi2a,=,-,-,=,-,=,=
Evi5,=,=,=,=,=,=,=
Evi5l,=,=,=,=,=,+,=
Evl,=,=,=,=,-,=,=
Ewsr1,=,=,=,=,-,-,=
Exd1,=,=,=,=,+,=,=
Exd2,=,=,=,-,=,=,=
Exo1,=,=,+,+,-,-,=
Exo5,=,=,-,=,-,=,=
Exoc1,=,=,=,=,=,=,=
Exoc2,=,=,=,=,=,=,=
Exoc3,=,=,=,=,=,=,=
Exoc3l,=,=,=,=,-,=,=
Exoc3l4,=,=,=,-,-,=,=
Exoc4,=,=,-,=,-,=,=
Exoc5,=,=,=,=,+,=,=
Exoc6,=,+,=,=,+,+,+
Exoc6b,=,=,=,=,-,=,=
Exoc7,=,=,=,=,=,=,=
Exoc8,=,=,=,=,=,=,=
Exog,=,=,+,+,=,=,=
Exosc1,=,=,=,=,=,-,=
Exosc10,=,=,=,=,=,=,=
Exosc2,=,=,+,+,-,-,=
Exosc3,=,=,=,=,=,=,=
Exosc4,=,=,=,=,=,=,=
Exosc5,=,=,=,=,=,=,=
Exosc7,=,=,=,=,=,=,=
Exosc8,=,=,+,+,-,=,=
Exosc9,=,=,=,=,=,=,=
Ext1,=,=,=,=,+,=,=
Ext2,=,=,=,=,-,=,=
Extl1,=,=,=,=,-,=,=
Extl2,=,=,=,=,-,=,=
Extl3,+,=,=,=,+,+,=
Eya1,=,=,=,+,-,=,=
Eya3,=,=,+,=,=,=,=
Eya4,=,-,-,-,-,=,=
Ezh1,=,-,-,=,-,=,=
Ezh2,=,=,+,+,-,-,=
Ezr,=,=,+,+,=,=,=
F2r,=,=,-,=,=,=,=
F3,=,=,=,=,-,=,=
F420014N23Rik,=,=,=,=,=,=,=
F730043M19Rik,=,=,=,=,=,-,=
F8,=,=,-,=,=,+,=
F830016B08Rik,+,+,-,-,=,=,=
F8a,=,=,-,-,+,+,=
Faah,=,=,=,=,=,+,+
Faap100,=,=,=,=,=,=,=
Faap20,=,=,=,=,=,=,=
Faap24,=,=,=,=,=,=,=
Fabp12,=,+,=,=,+,+,+
Fabp4,+,+,=,-,+,+,+
Fabp5,+,=,=,-,+,=,+
Fadd,=,=,=,=,+,=,=
Fads1,=,-,-,-,=,+,=
Fads2,=,=,-,-,=,+,+
Fads3,+,=,-,-,+,+,+
Faf1,=,=,=,=,+,=,=
Faf2,=,=,=,=,=,=,=
Fah,+,+,-,-,+,+,+
Fahd1,=,=,=,=,=,=,=
Fahd2a,=,=,-,=,=,=,=
Faim,=,=,=,=,=,=,=
Fam102a,=,=,+,+,=,=,=
Fam102b,=,-,-,=,-,=,=
Fam103a1,=,=,=,=,=,=,=
Fam104a,=,=,=,=,=,=,=
Fam105a,=,-,+,+,-,=,=
Fam107a,=,=,=,=,-,+,+
Fam107b,=,=,=,-,=,+,+
Fam109a,=,=,=,=,=,=,=
Fam110a,=,=,-,=,=,=,=
Fam110b,=,=,-,=,=,=,=
Fam110c,+,+,=,+,+,+,=
Fam111a,=,=,+,+,-,=,=
Fam114a1,=,-,-,=,-,=,=
Fam114a2,=,=,=,=,=,=,=
Fam117a,=,=,=,=,+,+,=
Fam117b,=,=,=,=,=,=,=
Fam118a,=,=,=,=,=,=,=
Fam118b,=,=,=,=,=,-,=
Fam120a,=,=,=,=,=,=,=
Fam120aos,=,=,=,=,=,=,=
Fam120b,=,=,=,=,=,=,=
Fam120c,=,+,=,=,=,=,=
Fam122a,=,=,=,=,=,=,=
Fam122b,-,=,=,=,-,=,=
Fam126a,=,=,=,+,+,+,=
Fam126b,=,=,=,=,+,+,=
Fam129b,=,+,+,=,=,=,=
Fam129c,=,=,=,-,-,=,=
Fam131a,=,-,-,=,-,=,=
Fam131b,=,-,-,-,-,=,+
Fam133b,=,=,=,=,=,=,=
Fam135a,=,=,=,=,=,=,=
Fam136a,=,=,=,=,+,=,=
Fam13a,+,+,+,+,+,+,=
Fam13b,=,=,=,=,-,-,=
Fam13c,=,-,-,-,-,=,+
Fam149a,=,=,=,=,=,=,=
Fam149b,=,=,=,=,=,=,=
Fam151b,=,=,=,=,=,+,=
Fam160a1,-,-,-,=,-,=,=
Fam160a2,=,=,=,=,+,=,=
Fam160b1,=,=,=,=,=,=,=
Fam160b2,=,=,=,=,=,=,=
Fam161a,=,=,=,=,=,=,=
Fam161b,=,=,+,+,=,=,=
Fam162a,=,=,+,+,=,=,=
Fam168a,=,=,=,=,=,=,=
Fam168b,=,=,=,=,=,=,=
Fam171a1,=,=,=,=,-,=,=
Fam171a2,=,-,=,=,=,=,=
Fam171b,=,-,-,-,-,=,=
Fam172a,=,=,=,=,=,=,=
Fam173a,=,=,=,=,=,=,=
Fam173b,=,=,+,+,+,=,=
Fam174a,=,=,=,=,=,=,=
Fam177a,=,=,=,=,+,+,=
Fam180a,=,=,=,=,-,=,+
Fam185a,=,=,=,-,=,=,+
Fam189a2,=,+,=,=,+,+,+
Fam189b,=,-,-,-,-,=,=
Fam192a,=,=,=,=,=,=,=
Fam193a,=,=,=,=,-,=,=
Fam193b,=,=,=,=,-,=,=
Fam198a,=,=,=,=,-,-,=
Fam198b,=,=,=,=,-,=,=
Fam199x,=,=,=,=,=,=,=
Fam19a5,=,=,=,=,-,=,=
Fam204a,+,+,=,=,+,=,=
Fam206a,=,=,+,+,=,-,=
Fam207a,=,=,=,=,=,=,=
Fam208a,=,=,=,=,=,=,=
Fam208b,=,=,=,=,-,-,=
Fam20a,=,-,-,-,-,=,=
Fam20b,=,=,=,=,=,=,=
Fam20c,=,+,=,=,=,=,+
Fam210a,=,=,=,=,+,+,=
Fam210b,=,=,=,=,+,+,=
Fam212a,=,+,-,-,-,=,+
Fam212b,=,=,-,=,-,=,=
Fam213a,+,+,=,=,+,+,+
Fam213b,=,=,+,+,=,=,=
Fam214a,=,=,=,=,+,=,=
Fam214b,=,=,=,=,+,+,=
Fam216a,=,=,=,=,-,=,=
Fam217b,=,+,=,=,=,=,+
Fam219a,=,=,=,=,=,=,=
Fam219b,=,=,=,=,=,=,=
Fam220a,=,=,=,=,=,=,=
Fam221a,=,-,=,=,-,=,=
Fam222b,=,=,=,=,=,=,=
Fam228b,=,=,=,=,=,=,=
Fam229b,=,-,-,-,-,=,=
Fam234a,=,=,=,=,+,+,=
Fam234b,=,-,=,=,-,=,=
Fam26e,=,-,-,-,-,=,=
Fam32a,=,=,=,=,=,=,=
Fam35a,=,=,=,=,=,=,=
Fam3a,=,=,=,=,=,=,=
Fam3c,=,-,=,+,-,-,=
Fam43a,=,=,-,-,-,=,=
Fam45a,=,=,=,=,=,=,=
Fam46a,=,-,-,-,-,=,+
Fam46b,=,=,=,=,-,=,=
Fam49b,=,=,=,=,+,+,=
Fam50a,=,=,=,=,=,=,=
Fam53a,=,=,=,=,=,=,=
Fam53b,+,=,=,=,+,+,+
Fam53c,=,=,=,=,=,=,=
Fam57a,=,=,=,=,=,=,=
Fam57b,=,+,=,=,+,+,+
Fam58b,=,=,=,=,=,=,=
Fam60a,-,=,=,=,-,=,=
Fam69a,=,-,=,=,+,+,=
Fam69b,=,=,-,-,+,+,=
Fam71e1,=,=,=,=,-,=,=
Fam71f2,=,+,+,=,+,=,=
Fam72a,=,=,+,+,=,=,=
Fam76a,=,=,-,-,=,=,=
Fam76b,=,=,=,=,=,=,=
Fam83a,=,+,=,=,+,+,+
Fam83d,=,=,+,=,-,=,=
Fam83h,=,=,=,=,=,+,=
Fam89b,=,=,=,=,=,=,=
Fam8a1,=,=,=,=,+,+,=
Fam91a1,=,=,=,=,+,=,=
Fam92a,+,+,=,=,=,=,=
Fam96a,=,=,=,=,+,+,=
Fam96b,=,=,=,=,=,=,=
Fam98a,=,=,+,+,=,=,=
Fam98b,=,=,=,=,=,=,=
Fam98c,=,=,-,-,=,+,=
Fan1,=,=,=,=,=,=,=
Fanca,=,=,+,+,-,-,=
Fancb,=,=,+,+,-,=,=
Fancc,=,=,-,-,=,=,+
Fancd2,=,=,+,+,-,=,=
Fance,=,=,=,=,=,-,=
Fancf,=,=,-,-,-,=,=
Fancg,=,=,=,=,-,=,=
Fanci,=,=,+,+,-,-,=
Fancl,=,=,=,=,=,=,=
Fancm,=,=,=,=,=,=,=
Fap,=,+,=,=,=,=,+
Far1,=,=,+,+,=,=,=
Far1os,=,=,=,=,=,=,=
Far2,=,=,=,=,=,=,=
Far2os1,=,+,=,=,+,+,=
Farp1,=,=,-,=,-,=,=
Farp2,=,=,+,=,=,=,=
Fars2,=,=,=,=,+,+,=
Farsa,=,=,=,=,=,=,=
Farsb,=,=,+,+,=,=,=
Fas,=,-,-,-,=,+,=
Fasn,+,+,=,+,+,+,=
Fastk,=,=,=,=,=,=,=
Fastkd1,=,+,=,=,+,=,=
Fastkd2,=,=,=,=,=,=,=
Fastkd3,=,=,=,=,=,=,=
Fastkd5,=,=,=,=,+,+,=
Fat1,=,=,-,-,-,-,=
Fat4,-,-,-,=,-,=,=
Fau,=,=,=,=,=,=,=
Faxc,=,=,=,=,-,-,=
Fbf1,=,=,=,=,-,=,=
Fbl,=,=,=,=,=,-,=
Fblim1,=,=,-,-,-,=,+
Fbln1,-,-,=,-,-,=,+
Fbln2,=,=,+,=,-,=,=
Fbln5,=,-,=,=,-,=,=
Fbln7,-,-,-,-,-,=,+
Fbn1,=,-,=,+,-,=,=
Fbrs,=,=,=,=,=,=,=
Fbrsl1,=,=,=,=,=,=,=
Fbxl12,=,=,=,=,-,=,=
Fbxl12os,=,=,=,=,+,+,=
Fbxl14,=,=,=,=,=,=,=
Fbxl15,=,=,=,=,=,+,=
Fbxl17,=,=,=,=,=,=,=
Fbxl18,=,=,=,=,=,=,=
Fbxl19,=,=,=,=,-,=,=
Fbxl2,=,-,-,=,-,=,=
Fbxl20,=,=,=,=,=,+,=
Fbxl21,=,-,-,=,-,=,=
Fbxl3,=,=,-,-,=,=,=
Fbxl4,=,=,=,=,+,+,=
Fbxl5,=,=,=,=,+,+,=
Fbxl6,=,=,=,=,=,=,=
Fbxl7,=,-,-,-,-,=,=
Fbxl8,=,=,=,=,=,=,=
Fbxo10,=,=,-,=,-,=,=
Fbxo11,=,=,=,=,=,=,=
Fbxo17,=,=,=,=,-,-,+
Fbxo18,=,=,=,=,=,=,=
Fbxo2,=,-,=,=,-,+,+
Fbxo21,=,=,=,=,=,=,=
Fbxo22,=,=,=,=,+,=,=
Fbxo25,=,=,-,=,=,+,=
Fbxo28,=,=,=,=,+,=,=
Fbxo3,=,=,=,=,=,=,=
Fbxo30,=,=,=,=,=,=,=
Fbxo31,=,=,=,=,+,=,=
Fbxo32,=,=,-,-,=,=,=
Fbxo33,=,=,=,+,+,=,=
Fbxo34,=,=,=,=,+,+,=
Fbxo36,=,=,=,=,=,+,=
Fbxo38,=,=,=,=,=,=,=
Fbxo4,=,=,=,=,+,=,=
Fbxo42,=,=,=,=,=,=,=
Fbxo44,=,-,-,-,-,=,=
Fbxo45,=,=,=,=,+,+,=
Fbxo46,=,=,=,=,=,=,=
Fbxo48,=,=,+,+,-,-,=
